iter	MultiClass
196	0.2180076922
197	0.2173780026
198	0.2164503985
199	0.2153216372
200	0.214085266
201	0.2136660338
202	0.2128357611
203	0.2121843767
204	0.2112303386
205	0.2102448185
206	0.2089103136
207	0.2077919496
208	0.2069694181
209	0.2062397052
210	0.2053171418
211	0.2045577274
212	0.2038002849
213	0.2031656648
214	0.2029602802
215	0.2023069028
216	0.2018260184
217	0.2012059773
218	0.2003429234
219	0.1993251293
220	0.1982359388
221	0.1963570126
222	0.1951494703
223	0.1941064143
224	0.1935626789
225	0.1924473074
226	0.1915157667
227	0.1908060475
228	0.189344779
229	0.1887467321
230	0.1879462429
231	0.1874743957
232	0.1869181986
233	0.1864823935
234	0.1856754467
235	0.1849242892
236	0.1840265493
237	0.1832106879
238	0.1824957849
239	0.1815098009
240	0.1812665299
241	0.1801708776
242	0.1795929755
243	0.1792430175
244	0.1784255559
245	0.1778177271
246	0.1773646406
247	0.1766687946
248	0.1763126537
249	0.1758040218
250	0.1752925942
251	0.1747112028
252	0.1741075454
253	0.173664535
254	0.173145468
255	0.1724027911
256	0.1717643793
257	0.1711454997
258	0.170347152
259	0.1699522883
260	0.1692267977
261	0.1687941235
262	0.1681242681
263	0.167456573
264	0.1669823313
265	0.1667454589
266	0.166461381
267	0.1659612249
268	0.1655789327
269	0.1650007273
270	0.1643824159
271	0.1638654817
272	0.1634787774
273	0.1626970208
274	0.161789807
275	0.1612962302
276	0.1610230488
277	0.1602774141
278	0.1598149524
279	0.1595843392
280	0.159113094
281	0.1582991435
282	0.1579128989
283	0.1576496789
284	0.1570834901
285	0.1567962316
286	0.1562400953
287	0.1552862596
288	0.1550300654
289	0.1544419886
290	0.1536107214
291	0.1531724127
292	0.1528505314
293	0.1526886228
294	0.1523134382
295	0.1519842589
296	0.1516804453
297	0.1512699949
298	0.1509673235
299	0.1501449367
300	0.1496119305
301	0.149410803
302	0.1490080712
303	0.1485873421
304	0.147961256
305	0.14744308
306	0.1470087127
307	0.1465124665
308	0.1461983298
309	0.1459787788
310	0.1456839501
311	0.1454292939
312	0.145247578
313	0.1450697352
314	0.1447497882
315	0.1442120148
316	0.1439142382
317	0.1436702005
318	0.1433564016
319	0.1428167787
320	0.1424573871
321	0.1420854312
322	0.1416965354
323	0.1406294552
324	0.1404319616
325	0.1401146766
326	0.1397097531
327	0.139447644
328	0.1392238828
329	0.1388555977
330	0.1384521022
331	0.1377961656
332	0.1373867969
333	0.1371181271
334	0.1367566547
335	0.1365264848
336	0.1362408507
337	0.1359551253
338	0.1354996072
339	0.1350347185
340	0.1347095312
341	0.1343445445
342	0.1340494884
343	0.1335999636
344	0.1333077766
345	0.1328000161
346	0.132459224
347	0.1321836096
348	0.1320219748
349	0.1317701351
350	0.131290334
351	0.1311178395
352	0.1308356149
353	0.1305699794
354	0.1300983401
355	0.1298836465
356	0.1296719166
357	0.1295229874
358	0.1291510051
359	0.128888766
360	0.1285965604
361	0.1282605417
362	0.1279012184
363	0.1274367274
364	0.1272516362
365	0.1269092448
366	0.1266899483
367	0.126164231
368	0.125927344
369	0.1255556383
370	0.1252592728
371	0.1246318292
372	0.1241048971
373	0.1238242345
374	0.1235695749
375	0.1229522017
376	0.1225187392
377	0.1222115218
378	0.1215109261
379	0.1211792122
380	0.1209748465
381	0.1205189903
382	0.1202386028
383	0.1200452453
384	0.1197554365
385	0.1193119506
386	0.1189751431
387	0.1187512534
388	0.1185718404
389	0.1182655664
390	0.1176545597
391	0.1172182706
392	0.1171041267
393	0.1165326946
394	0.1163775563
395	0.115995285
396	0.115817006
397	0.115420409
398	0.1148952696
399	0.1146768631
400	0.1145581023
401	0.1142927075
402	0.1138811123
403	0.1136357891
404	0.1132003843
405	0.1129084341
406	0.1127829569
407	0.1124306707
408	0.1120360935
409	0.1116759625
410	0.1114541024
411	0.1111084784
412	0.1106791607
413	0.110424018
414	0.1101539404
415	0.1098672322
416	0.1096787624
417	0.1093468053
418	0.1092257256
419	0.1086955317
420	0.108410371
421	0.1079812392
422	0.107631167
423	0.1075221896
424	0.1073024856
425	0.1069963403
426	0.1067532905
427	0.1065649645
428	0.1064566687
429	0.1063074641
430	0.1057513019
431	0.105459326
432	0.1052047861
433	0.1049750561
434	0.1045960545
435	0.1044667243
436	0.1041528935
437	0.1039226247
438	0.1034488688
439	0.1032116456
440	0.1026880403
441	0.1025111184
442	0.1023274832
443	0.1021179878
444	0.1018842171
445	0.101692456
446	0.1013392714
447	0.1011406997
448	0.1009881141
449	0.1008070207
450	0.1006333874
451	0.1004853501
452	0.1001644504
453	0.09989543625
454	0.09947725605
455	0.09913738491
456	0.09869867756
457	0.09851328147
458	0.09829958552
459	0.09817258462
460	0.09793066888
461	0.0976567907
462	0.09731607106
463	0.09710727092
464	0.09683328266
465	0.09668938218
466	0.09637017085
467	0.0961456534
468	0.09597637136
469	0.09575831173
470	0.09554895662
471	0.09533259356
472	0.09515685596
473	0.09498163061
474	0.09486590547
475	0.09467744119
476	0.09451417178
477	0.09438232521
478	0.09408616742
479	0.09375359874
480	0.09345318499
481	0.09335763174
482	0.09318294199
483	0.09290989603
484	0.09269035219
485	0.09242042165
486	0.09222759495
487	0.09199142181
488	0.09192981319
489	0.09175701819
490	0.09160767764
491	0.0914194749
492	0.09135408851
493	0.09106019246
494	0.09085704593
495	0.09072285966
496	0.09027834676
497	0.09006011253
498	0.08988855114
499	0.08973342731
500	0.08951751871
501	0.08935316656
502	0.08906067451
503	0.08889141934
504	0.08877101843
505	0.08855134716
506	0.08830807429
507	0.08812837489
508	0.08794364463
509	0.08772023258
510	0.08764816099
511	0.08754119014
512	0.08737175858
513	0.08716133696
514	0.0870268171
515	0.08693640422
516	0.08675905871
517	0.08641286012
518	0.0861955319
519	0.08601214028
520	0.08579670365
521	0.0855802503
522	0.08529114599
523	0.08512313647
524	0.08483873212
525	0.08472666847
526	0.08447849121
527	0.084391018
528	0.08419434787
529	0.08411181812
530	0.08383410229
531	0.08352261157
532	0.08334074652
533	0.08305623169
534	0.0827160825
535	0.08263676726
536	0.08256310949
537	0.08230355992
538	0.08209296016
539	0.08176425937
540	0.08159493062
541	0.08145100413
542	0.08131698561
543	0.08120806139
544	0.0809754508
545	0.08082085093
546	0.08066882703
547	0.08054377023
548	0.08042170892
549	0.08030426361
550	0.08013471896
551	0.07993297456
552	0.07977704861
553	0.0797117147
554	0.07955478467
555	0.07935635802
556	0.07902378415
557	0.07874971041
558	0.07862540071
559	0.0784743664
560	0.07837491632
561	0.07829471923
562	0.07800541762
563	0.07787606919
564	0.07776918622
565	0.07768859425
566	0.07765184314
567	0.07722996451
568	0.07693878926
569	0.07684793763
570	0.07665518597
571	0.07650516697
572	0.07629045978
573	0.07625617415
574	0.07613415259
575	0.07602368683
576	0.07589821124
577	0.07581816989
578	0.07570410931
579	0.07553296875
580	0.0753953611
581	0.07512080021
582	0.07497715015
583	0.0748690511
584	0.07467676596
585	0.07449138162
586	0.07435964174
587	0.07393360007
588	0.07386635874
589	0.07373277218
590	0.07361491857
591	0.0735199069
592	0.07324567446
593	0.07309035738
594	0.07292865685
595	0.0728275823
596	0.07269122789
597	0.07245903789
598	0.07212640877
599	0.0719909919
600	0.07191491539
601	0.07174940536
602	0.07151432685
603	0.07130622843
604	0.07114332405
605	0.07105527514
606	0.07092963051
607	0.07084298347
608	0.07072576496
609	0.07054846772
610	0.07044999716
611	0.07031192812
612	0.07021767308
613	0.07007672007
614	0.06997315025
615	0.06992124068
616	0.06978195753
617	0.06964569878
618	0.06953879073
619	0.06940397489
620	0.0693306013
621	0.06917763535
622	0.06904698551
623	0.06891204397
624	0.06874574505
625	0.06856981504
626	0.06845623424
627	0.06838783797
628	0.06826406149
629	0.06812325952
630	0.06798344025
631	0.0678340427
632	0.0677694688
633	0.06764617983
634	0.06751165687
635	0.0673305914
636	0.06717578218
637	0.06707314205
638	0.06687608234
639	0.06677285796
640	0.06664213367
641	0.06647033605
642	0.06629067662
643	0.06608446657
644	0.06599939644
645	0.06579298246
646	0.06558544735
647	0.06551529816
648	0.06541510554
649	0.06526082992
650	0.06511991059
651	0.06499081125
652	0.06483522732
653	0.06473377684
654	0.06463535468
655	0.0645655695
656	0.0643703142
657	0.06424966746
658	0.06417096653
659	0.06410429921
660	0.06389241019
661	0.06381948008
662	0.06368889513
663	0.06355892659
664	0.06347872368
665	0.06334767871
666	0.06318478333
667	0.06309179933
668	0.06298332421
669	0.06294059254
670	0.06283994273
671	0.06274445824
672	0.06261553471
673	0.06248983025
674	0.06238681036
675	0.06216443094
676	0.06190388848
677	0.0618267923
678	0.06162098033
679	0.06154014025
680	0.06143235983
681	0.0612949754
682	0.06113725117
683	0.06097062519
684	0.06088324688
685	0.06079286541
686	0.06061156447
687	0.06051750376
688	0.06040388713
